,berry_x,observation_date,main_tree_type,year,week_number,monthday,lat_x,lon_x,temp,dew,humidity,pressure,cloudcover,solarradiation,solarenergy,uvindex,county,wd_pro_limit,wood_qualty,city_name,region,altitude,berry_x_num,main_tree_type_num,forest_development_class_num
325,bilberry,2019-08-06,pine,2019,32,806,64.47533545744686,26.792022750362204,8.9,4.1,73.8,1006.6,48.7,308.4,20.0,6.0,17.0,2.8421052631578947,2.111111111111111,Oulujarvi,Northern Finland Regional State Administrative Agency,145.72900390625,1,1,1
326,lingonberry,2019-08-23,pine,2019,34,823,64.47533545744686,26.792022750362204,10.0,9.2,94.5,1016.6,61.8,72.7,4.0,2.0,17.0,2.8421052631578947,2.111111111111111,Oulujarvi,Northern Finland Regional State Administrative Agency,145.72900390625,3,1,1
327,bilberry,2020-08-03,pine,2020,32,803,64.47533545744686,26.792022750362204,13.3,10.9,86.6,1005.2,60.8,155.7,10.1,4.0,17.0,2.8421052631578947,2.111111111111111,Oulujarvi,Northern Finland Regional State Administrative Agency,145.72900390625,1,1,1
328,lingonberry,2020-09-01,pine,2020,36,901,64.47533545744686,26.792022750362204,9.3,5.6,80.6,1020.5,16.1,251.2,14.7,5.0,17.0,2.8421052631578947,2.111111111111111,Oulujarvi,Northern Finland Regional State Administrative Agency,145.72900390625,3,1,1
329,bilberry,2018-07-28,pine,2018,30,728,60.70249802081698,27.91592467657592,23.9,18.3,71.8,1024.8,32.7,None,None,None,9.0,2.936170212765957,1.7307692307692308,Lappeenranta sub-region,Southern Finland Province,48.70626449584961,1,1,1
330,lingonberry,2018-09-09,pine,2018,36,909,60.70249802081698,27.91592467657592,16.1,13.2,83.2,1024.2,62.5,None,None,None,9.0,2.936170212765957,1.7307692307692308,Lappeenranta sub-region,Southern Finland Province,48.70626449584961,3,1,1
331,bilberry,2018-08-10,pine,2018,32,810,61.50728799249752,25.68467010654662,23.1,17.0,69.8,1014.9,42.9,None,None,None,7.0,2.935483870967742,2.136363636363636,Sysma,Southern Finland Province,132.8678741455078,1,1,1
332,lingonberry,2018-08-30,spruce,2018,35,830,61.50728799249752,25.68467010654662,14.1,12.6,90.9,1018.1,85.2,None,None,None,7.0,2.935483870967742,2.136363636363636,Sysma,Southern Finland Province,132.8678741455078,3,2,1
333,bilberry,2020-08-04,pine,2020,32,804,61.50728799249752,25.68467010654662,16.1,13.4,84.8,1008.3,71.0,None,None,None,7.0,2.935483870967742,2.136363636363636,Sysma,Southern Finland Province,132.8678741455078,1,1,1
334,lingonberry,2020-08-15,pine,2020,33,815,61.50728799249752,25.68467010654662,19.3,13.7,72.0,1012.8,40.8,None,None,None,7.0,2.935483870967742,2.136363636363636,Sysma,Southern Finland Province,132.8678741455078,3,1,1
335,bilberry,2018-07-29,pine,2018,30,729,66.17451600389522,28.33117851080465,19.0,12.7,68.5,1027.1,13.7,None,None,None,19.0,1.4,3.0,Soidensuojelualue,Lapland,260.9081115722656,1,1,4
336,bilberry,2022-07-28,pine,2022,30,728,66.17451600389522,28.33117851080465,12.9,10.3,84.6,1009.0,91.6,None,None,None,19.0,1.4,3.0,Soidensuojelualue,Lapland,260.9081115722656,1,1,2
337,bilberry,2021-07-19,pine,2021,29,719,66.17451600389522,28.33117851080465,12.2,7.0,71.6,1000.2,70.8,None,None,None,19.0,1.4,3.0,Soidensuojelualue,Lapland,260.9081115722656,1,1,2
338,bilberry,2019-07-30,pine,2019,31,730,66.17451600389522,28.33117851080465,7.3,3.0,74.9,1018.9,80.9,None,None,None,19.0,1.4,3.0,Soidensuojelualue,Lapland,260.9081115722656,1,1,3
339,bilberry,2020-08-03,pine,2020,32,803,66.17451600389522,28.33117851080465,13.3,9.3,78.0,1005.6,62.2,None,None,None,19.0,1.4,3.0,Soidensuojelualue,Lapland,260.9081115722656,1,1,1
340,bilberry,2018-08-17,pine,2018,33,817,65.9930867447703,28.542032708693547,16.7,12.0,74.0,1012.7,85.0,None,None,None,17.0,2.2222222222222223,3.0,Kuusamo,Northern Finland Regional State Administrative Agency,289.0746765136719,1,1,1
341,lingonberry,2018-08-14,pine,2018,33,814,65.9930867447703,28.542032708693547,8.1,7.2,94.3,1006.5,95.4,None,None,None,17.0,2.2222222222222223,3.0,Kuusamo,Northern Finland Regional State Administrative Agency,289.0746765136719,3,1,1
342,bilberry,2022-08-03,pine,2022,31,803,65.9930867447703,28.542032708693547,13.1,10.1,83.0,1010.6,82.9,None,None,None,17.0,2.2222222222222223,3.0,Kuusamo,Northern Finland Regional State Administrative Agency,289.0746765136719,1,1,3
343,lingonberry,2022-09-09,pine,2022,36,909,65.9930867447703,28.542032708693547,6.0,2.5,80.1,1022.1,71.9,None,None,None,17.0,2.2222222222222223,3.0,Kuusamo,Northern Finland Regional State Administrative Agency,289.0746765136719,3,1,3
344,bilberry,2021-08-19,pine,2021,33,819,65.9930867447703,28.542032708693547,13.7,11.5,87.0,993.9,82.1,None,None,None,17.0,2.2222222222222223,3.0,Kuusamo,Northern Finland Regional State Administrative Agency,289.0746765136719,1,1,3
345,lingonberry,2021-09-11,pine,2021,36,911,65.9930867447703,28.542032708693547,5.9,1.2,75.1,1015.0,40.3,None,None,None,17.0,2.2222222222222223,3.0,Kuusamo,Northern Finland Regional State Administrative Agency,289.0746765136719,3,1,3
346,bilberry,2019-08-17,pine,2019,33,817,65.9930867447703,28.542032708693547,13.8,10.7,82.3,1012.4,72.9,None,None,None,17.0,2.2222222222222223,3.0,Kuusamo,Northern Finland Regional State Administrative Agency,289.0746765136719,1,1,1
347,bilberry,2020-08-19,pine,2020,34,819,65.9930867447703,28.542032708693547,13.8,7.7,68.1,1010.4,17.0,None,None,None,17.0,2.2222222222222223,3.0,Kuusamo,Northern Finland Regional State Administrative Agency,289.0746765136719,1,1,1
348,lingonberry,2020-09-26,pine,2020,39,926,65.9930867447703,28.542032708693547,6.1,5.8,98.0,1016.4,78.9,None,None,None,17.0,2.2222222222222223,3.0,Kuusamo,Northern Finland Regional State Administrative Agency,289.0746765136719,3,1,1
349,bilberry,2018-08-04,pine,2018,31,804,64.29586616141056,26.7933768027168,18.3,15.2,83.3,1007.5,50.5,236.8,15.4,5.0,17.166666666666668,2.833333333333333,1.8333333333333333,Kajaani,Northern Finland Regional State Administrative Agency,158.40545654296875,1,1,3
350,bilberry,2022-08-21,mixed,2022,33,821,64.29586616141056,26.7933768027168,19.0,13.6,71.8,1016.0,12.3,256.9,15.0,5.0,17.166666666666668,2.833333333333333,1.8333333333333333,Kajaani,Northern Finland Regional State Administrative Agency,158.40545654296875,1,5,3
351,bilberry,2021-07-26,pine,2021,30,726,64.29586616141056,26.7933768027168,19.3,13.4,71.0,1018.2,19.8,296.1,21.4,7.0,17.166666666666668,2.833333333333333,1.8333333333333333,Kajaani,Northern Finland Regional State Administrative Agency,158.40545654296875,1,1,1
352,bilberry,2019-08-01,pine,2019,31,801,64.29586616141056,26.7933768027168,13.1,6.9,67.1,1014.8,78.0,246.6,16.9,6.0,17.166666666666668,2.833333333333333,1.8333333333333333,Kajaani,Northern Finland Regional State Administrative Agency,158.40545654296875,1,1,3
353,bilberry,2020-08-08,pine,2020,32,808,64.29586616141056,26.7933768027168,19.5,15.2,77.6,1021.6,39.6,236.4,15.4,6.0,17.166666666666668,2.833333333333333,1.8333333333333333,Kajaani,Northern Finland Regional State Administrative Agency,158.40545654296875,1,1,3
354,lingonberry,2018-08-18,spruce,2018,33,818,63.03613619782411,27.988387027105,20.1,13.8,67.4,1012.1,48.4,None,None,None,11.0,2.7777777777777777,1.7272727272727273,Talvisalo,Regional State Administrative Agency for Eastern Finland,93.32971954345705,3,2,4
355,lingonberry,2018-08-30,pine,2018,35,830,61.95601886135936,28.33460872069578,15.1,13.1,87.8,1019.4,92.1,56.3,2.2,1.0,10.0,2.952380952380953,2.0,Rantasalmi,Regional State Administrative Agency for Eastern Finland,88.50560760498047,3,1,3
356,bilberry,2022-08-05,spruce,2022,31,805,61.95601886135936,28.33460872069578,22.2,15.7,67.7,1016.4,9.4,285.5,18.3,6.0,10.0,2.952380952380953,2.0,Rantasalmi,Regional State Administrative Agency for Eastern Finland,88.50560760498047,1,2,1
357,lingonberry,2022-09-03,pine,2022,35,903,61.95601886135936,28.33460872069578,9.2,5.9,79.9,1019.2,67.0,174.1,9.5,6.0,10.0,2.952380952380953,2.0,Rantasalmi,Regional State Administrative Agency for Eastern Finland,88.50560760498047,3,1,1
358,cloudberry,2022-07-22,pine,2022,29,722,61.95601886135936,28.33460872069578,23.0,15.9,65.4,1013.3,0.1,305.5,22.1,6.0,10.0,2.952380952380953,2.0,Rantasalmi,Regional State Administrative Agency for Eastern Finland,88.50560760498047,2,1,2
359,bilberry,2021-07-19,spruce,2021,29,719,61.95601886135936,28.33460872069578,17.2,9.4,61.3,1006.6,27.7,284.3,20.3,6.0,10.0,2.952380952380953,2.0,Rantasalmi,Regional State Administrative Agency for Eastern Finland,88.50560760498047,1,2,1
360,lingonberry,2021-08-28,pine,2021,34,828,61.95601886135936,28.33460872069578,14.9,11.9,82.4,1024.9,54.7,185.6,10.6,5.0,10.0,2.952380952380953,2.0,Rantasalmi,Regional State Administrative Agency for Eastern Finland,88.50560760498047,3,1,1
361,bilberry,2020-07-29,spruce,2020,31,729,61.95601886135936,28.33460872069578,17.6,15.4,87.1,1004.9,66.8,191.4,12.4,5.0,10.0,2.952380952380953,2.0,Rantasalmi,Regional State Administrative Agency for Eastern Finland,88.50560760498047,1,2,1
362,lingonberry,2020-09-01,pine,2020,36,901,61.95601886135936,28.33460872069578,13.2,7.9,72.0,1019.2,6.5,231.9,11.9,5.0,10.0,2.952380952380953,2.0,Rantasalmi,Regional State Administrative Agency for Eastern Finland,88.50560760498047,3,1,3
363,lingonberry,2018-09-06,pine,2018,36,906,66.34364154857263,29.233787068132383,10.9,9.6,91.5,1022.5,99.7,None,None,None,17.0,1.0,2.75,Kuusamo,Northern Finland Regional State Administrative Agency,279.32647705078125,3,1,1
364,cloudberry,2018-07-10,pine,2018,28,710,66.34364154857263,29.233787068132383,17.4,4.1,46.7,1023.6,0.0,None,None,None,17.0,1.0,2.75,Kuusamo,Northern Finland Regional State Administrative Agency,279.32647705078125,2,1,2
365,lingonberry,2019-09-02,pine,2019,36,902,66.34364154857263,29.233787068132383,15.3,10.8,78.0,1010.2,1.9,None,None,None,17.0,1.0,2.75,Kuusamo,Northern Finland Regional State Administrative Agency,279.32647705078125,3,1,1
366,cloudberry,2019-08-14,pine,2019,33,814,66.34364154857263,29.233787068132383,13.5,12.4,93.2,1003.0,79.7,None,None,None,17.0,1.0,2.75,Kuusamo,Northern Finland Regional State Administrative Agency,279.32647705078125,2,1,2
367,lingonberry,2018-09-01,pine,2018,35,901,65.36726081535849,28.29018836267341,11.7,10.2,90.7,1024.8,65.6,None,None,None,17.0,2.2,2.4,Taivalkoski,Northern Finland Regional State Administrative Agency,236.19639587402344,3,1,4
368,lingonberry,2022-08-20,spruce,2022,33,820,65.36726081535849,28.29018836267341,21.0,16.3,77.1,1019.8,43.1,None,None,None,17.0,2.2,2.4,Taivalkoski,Northern Finland Regional State Administrative Agency,236.19639587402344,3,2,3
369,lingonberry,2021-08-21,spruce,2021,33,821,65.36726081535849,28.29018836267341,13.4,11.5,89.4,1007.1,94.8,None,None,None,17.0,2.2,2.4,Taivalkoski,Northern Finland Regional State Administrative Agency,236.19639587402344,3,2,3
370,lingonberry,2019-08-16,open,2019,33,816,65.36726081535849,28.29018836267341,13.5,11.7,89.5,1007.7,89.4,None,None,None,17.0,2.2,2.4,Taivalkoski,Northern Finland Regional State Administrative Agency,236.19639587402344,3,6,2
371,lingonberry,2020-08-23,spruce,2020,34,823,65.36726081535849,28.29018836267341,15.5,14.4,93.2,997.3,84.9,None,None,None,17.0,2.2,2.4,Taivalkoski,Northern Finland Regional State Administrative Agency,236.19639587402344,3,2,4
372,lingonberry,2018-09-01,spruce,2018,35,901,62.38107835309364,29.900850363759016,15.5,14.3,92.6,1024.3,76.4,None,None,None,12.0,2.8421052631578947,2.4782608695652173,Pieni-Onkamo,Regional State Administrative Agency for Eastern Finland,96.4237289428711,3,2,3
373,lingonberry,2018-09-02,pine,2018,35,902,60.690487880359264,24.98553870439392,16.0,14.4,91.1,1026.3,59.7,102.7,9.0,5.0,4.052631578947368,2.736842105263158,2.090909090909091,Riihimaki sub-region,Southern Finland Province,107.50576782226562,3,1,3
374,lingonberry,2022-09-17,pine,2022,37,917,60.690487880359264,24.98553870439392,9.3,8.1,92.3,988.5,75.4,42.8,1.7,1.0,4.052631578947368,2.736842105263158,2.090909090909091,Riihimaki sub-region,Southern Finland Province,107.50576782226562,3,1,3
375,lingonberry,2021-09-23,pine,2021,38,923,60.690487880359264,24.98553870439392,5.8,4.2,90.1,1006.1,82.0,92.3,4.0,2.0,4.052631578947368,2.736842105263158,2.090909090909091,Riihimaki sub-region,Southern Finland Province,107.50576782226562,3,1,1
376,lingonberry,2019-09-01,pine,2019,35,901,60.690487880359264,24.98553870439392,16.3,12.5,81.2,1016.8,21.4,175.0,15.1,6.0,4.052631578947368,2.736842105263158,2.090909090909091,Riihimaki sub-region,Southern Finland Province,107.50576782226562,3,1,3
377,lingonberry,2020-08-29,pine,2020,35,829,60.690487880359264,24.98553870439392,12.2,8.6,81.4,1010.8,41.7,167.1,8.5,3.0,4.052631578947368,2.736842105263158,2.090909090909091,Riihimaki sub-region,Southern Finland Province,107.50576782226562,3,1,3
378,lingonberry,2018-09-08,pine,2018,36,908,63.99857394171251,29.86288826796505,9.8,7.5,86.9,1025.5,46.7,None,None,None,18.0,2.894736842105264,2.1538461538461537,Haukela,Northern Finland Regional State Administrative Agency,179.47254943847656,3,1,1
379,lingonberry,2019-09-25,pine,2019,39,925,63.99857394171251,29.86288826796505,3.4,-1.3,72.9,1014.4,70.4,None,None,None,18.0,2.894736842105264,2.1538461538461537,Haukela,Northern Finland Regional State Administrative Agency,179.47254943847656,3,1,3
380,lingonberry,2018-09-13,pine,2018,37,913,63.65634337283182,25.182074676697777,11.2,8.8,86.1,999.3,77.2,190.3,9.5,5.0,17.0,2.894736842105264,2.0,Reisjarvi,Northern Finland Regional State Administrative Agency,124.89791107177734,3,1,3
381,lingonberry,2018-09-30,pine,2018,39,930,69.5765902544278,29.054508803361035,2.1,1.1,93.7,991.5,90.1,None,None,None,19.0,1.0833333333333333,3.363636363636364,Lapland,Lapland,159.422119140625,3,1,3
382,lingonberry,2018-08-26,spruce,2018,34,826,61.18794906342608,23.09255001285816,12.8,11.1,89.9,1007.2,54.9,136.8,7.5,4.0,6.0,2.953488372093023,1.8928571428571428,Punkalaidun,Western Finland Province,104.3794403076172,3,2,3
383,bilberry,2022-07-16,spruce,2022,28,716,61.18794906342608,23.09255001285816,12.4,10.6,89.2,1003.2,88.6,177.2,11.4,5.0,6.0,2.953488372093023,1.8928571428571428,Punkalaidun,Western Finland Province,104.3794403076172,1,2,1
384,lingonberry,2022-09-06,spruce,2022,36,906,61.18794906342608,23.09255001285816,8.9,5.2,80.0,1022.8,43.4,212.6,10.6,6.0,6.0,2.953488372093023,1.8928571428571428,Punkalaidun,Western Finland Province,104.3794403076172,3,2,1
385,lingonberry,2021-09-11,spruce,2021,36,911,61.18794906342608,23.09255001285816,13.1,12.1,93.4,1012.9,96.7,78.0,3.7,1.0,6.0,2.953488372093023,1.8928571428571428,Punkalaidun,Western Finland Province,104.3794403076172,3,2,1
386,lingonberry,2018-09-22,pine,2018,38,922,64.47489426288476,26.584039350617747,13.5,10.7,83.3,989.6,72.8,39.4,3.5,2.0,17.0,2.9375,2.1666666666666665,Vaala,Northern Finland Regional State Administrative Agency,135.13673400878906,3,1,3
387,lingonberry,2022-09-02,pine,2022,35,902,64.47489426288476,26.584039350617747,5.5,2.7,83.0,1022.5,55.2,180.1,9.6,4.0,17.0,2.9375,2.1666666666666665,Vaala,Northern Finland Regional State Administrative Agency,135.13673400878906,3,1,3
388,lingonberry,2021-09-05,pine,2021,35,905,64.47489426288476,26.584039350617747,4.7,0.1,75.9,1019.7,21.6,226.1,13.1,5.0,17.0,2.9375,2.1666666666666665,Vaala,Northern Finland Regional State Administrative Agency,135.13673400878906,3,1,1
389,lingonberry,2019-09-16,pine,2019,38,916,64.47489426288476,26.584039350617747,5.9,3.7,85.9,992.1,95.9,131.2,6.4,3.0,17.0,2.9375,2.1666666666666665,Vaala,Northern Finland Regional State Administrative Agency,135.13673400878906,3,1,3
390,lingonberry,2020-08-27,pine,2020,35,827,64.47489426288476,26.584039350617747,9.6,7.7,88.4,1004.0,60.3,208.3,11.9,4.0,17.0,2.9375,2.1666666666666665,Vaala,Northern Finland Regional State Administrative Agency,135.13673400878906,3,1,3
391,lingonberry,2018-09-29,pine,2018,39,929,60.77419721765667,24.612965020234785,3.3,0.0,81.0,1015.1,38.3,195.7,8.4,4.0,5.0,2.8780487804878048,1.8421052631578947,Janakkala,Southern Finland Province,115.2984390258789,3,1,4
392,bilberry,2022-07-11,pine,2022,28,711,60.77419721765667,24.612965020234785,16.9,12.9,78.4,1013.6,65.0,229.8,15.7,8.0,5.0,2.8780487804878048,1.8421052631578947,Janakkala,Southern Finland Province,115.2984390258789,1,1,1
393,lingonberry,2022-09-03,pine,2022,35,903,60.77419721765667,24.612965020234785,6.9,3.5,80.4,1023.2,56.8,181.7,9.5,6.0,5.0,2.8780487804878048,1.8421052631578947,Janakkala,Southern Finland Province,115.2984390258789,3,1,1
394,lingonberry,2019-08-18,pine,2019,33,818,60.77419721765667,24.612965020234785,18.0,12.0,69.6,1012.0,83.6,230.3,13.2,6.0,5.0,2.8780487804878048,1.8421052631578947,Janakkala,Southern Finland Province,115.2984390258789,3,1,4
395,bilberry,2020-07-19,pine,2020,29,719,60.77419721765667,24.612965020234785,20.0,13.6,69.2,1018.4,9.8,344.2,23.5,8.0,5.0,2.8780487804878048,1.8421052631578947,Janakkala,Southern Finland Province,115.2984390258789,1,1,1
396,lingonberry,2018-09-03,pine,2018,36,903,62.82504439598755,30.14092931794754,14.6,11.8,85.1,1027.8,9.1,None,None,None,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,3,1,2
397,bilberry,2022-07-28,spruce,2022,30,728,62.82504439598755,30.14092931794754,16.8,13.5,81.2,1009.6,74.8,None,None,None,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,1,2,1
398,lingonberry,2022-09-01,pine,2022,35,901,62.82504439598755,30.14092931794754,8.3,3.4,71.7,1015.8,88.3,None,None,None,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,3,1,1
399,cloudberry,2022-07-23,pine,2022,29,723,62.82504439598755,30.14092931794754,18.3,17.1,93.0,1008.8,61.0,None,None,None,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,2,1,1
400,bilberry,2021-07-20,pine,2021,29,720,62.82504439598755,30.14092931794754,14.7,9.1,69.8,1003.6,63.3,None,None,None,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,1,1,1
401,lingonberry,2021-09-01,pine,2021,35,901,62.82504439598755,30.14092931794754,10.5,5.9,74.6,1007.1,39.1,None,None,None,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,3,1,2
402,cloudberry,2021-07-13,pine,2021,28,713,62.82504439598755,30.14092931794754,22.8,14.7,63.6,1017.7,6.9,None,None,None,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,2,1,1
403,bilberry,2019-07-28,pine,2019,30,728,62.82504439598755,30.14092931794754,16.3,9.0,63.6,1016.3,32.9,None,None,None,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,1,1,1
404,lingonberry,2019-09-08,pine,2019,36,908,62.82504439598755,30.14092931794754,13.3,10.5,83.9,1027.7,87.6,None,None,None,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,3,1,2
405,cloudberry,2019-07-19,pine,2019,29,719,62.82504439598755,30.14092931794754,14.8,13.5,92.3,1009.7,98.0,None,None,None,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,2,1,1
406,bilberry,2020-07-27,pine,2020,31,727,62.82504439598755,30.14092931794754,16.7,11.2,72.8,1020.5,4.4,278.6,24.0,7.0,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,1,1,1
407,lingonberry,2020-09-09,pine,2020,37,909,62.82504439598755,30.14092931794754,11.1,9.1,88.6,1003.1,65.0,None,None,None,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,3,1,2
408,cloudberry,2020-07-21,pine,2020,30,721,62.82504439598755,30.14092931794754,19.4,14.8,76.2,1007.2,50.4,None,None,None,12.0,2.958333333333333,1.6428571428571428,Joensuu,Regional State Administrative Agency for Eastern Finland,115.85079193115234,2,1,1
